customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id
304,4,2016-10-02,2016-10-05,2016-10-03,2,7
984,4,2016-10-03,2016-10-04,2016-10-04,2,6
686,4,2016-10-04,2016-10-07,2016-10-05,1,3
481,4,2016-10-04,2016-10-07,2016-10-06,3,9
513,4,2016-10-05,2016-10-06,2016-10-06,2,6
703,4,2016-10-06,2016-10-07,2016-10-09,1,2
421,4,2016-10-06,2016-10-09,2016-10-07,2,7
465,4,2016-10-06,2016-10-08,2016-10-07,2,7
709,4,2016-10-06,2016-10-08,2016-10-09,2,7
827,4,2016-10-06,2016-10-09,2016-10-09,2,6
921,4,2016-10-06,2016-10-09,2016-10-08,2,6
899,4,2016-10-06,2016-10-08,2016-10-08,3,8
876,4,2016-10-07,2016-10-10,2016-10-09,2,6
1048,4,2016-10-08,2016-10-10,2016-10-11,1,2
191,4,2016-10-09,2016-10-10,2016-10-12,1,2
796,4,2016-10-09,2016-10-12,2016-10-11,1,3
875,4,2016-10-09,2016-10-10,2016-10-11,2,6
712,4,2016-10-10,2016-10-12,2016-10-13,1,3
193,4,2016-10-10,2016-10-12,2016-10-11,2,6
785,4,2016-10-10,2016-10-11,2016-10-11,2,6
1331,4,2016-10-10,2016-10-12,2016-10-11,2,6
260,4,2016-10-11,2016-10-14,2016-10-13,1,2
148,4,2016-10-11,2016-10-12,2016-10-13,2,6
977,4,2016-10-11,2016-10-12,2016-10-13,2,7
401,4,2016-10-12,2016-10-13,2016-10-13,3,9
932,4,2016-10-13,2016-10-16,2016-10-14,2,6
1381,4,2016-10-14,2016-10-15,2016-10-15,1,2
721,4,2016-10-14,2016-10-16,2016-10-17,2,6
831,4,2016-10-14,2016-10-16,2016-10-16,2,6
1378,4,2016-10-15,2016-10-17,2016-10-17,1,3
1359,4,2016-10-15,2016-10-18,2016-10-18,2,6
235,4,2016-10-16,2016-10-17,2016-10-17,2,7
586,4,2016-10-17,2016-10-18,2016-10-18,2,7
377,4,2016-10-18,2016-10-20,2016-10-19,2,7
8,4,2016-10-19,2016-10-22,2016-10-20,2,7
155,4,2016-10-19,2016-10-21,2016-10-21,2,6
927,4,2016-10-19,2016-10-21,2016-10-20,2,7
986,4,2016-10-19,2016-10-20,2016-10-22,2,6
111,4,2016-10-21,2016-10-23,2016-10-24,2,6
613,4,2016-10-21,2016-10-22,2016-10-24,2,6
1374,4,2016-10-22,2016-10-24,2016-10-25,1,2
54,4,2016-10-22,2016-10-23,2016-10-24,2,7
639,4,2016-10-23,2016-10-26,2016-10-24,2,7
664,4,2016-10-23,2016-10-25,2016-10-25,2,6
724,4,2016-10-23,2016-10-24,2016-10-24,2,7
1056,4,2016-10-24,2016-10-26,2016-10-27,2,6
569,4,2016-10-25,2016-10-26,2016-10-27,1,2
1315,4,2016-10-26,2016-10-28,2016-10-29,1,3
1096,4,2016-10-26,2016-10-28,2016-10-28,2,6
506,4,2016-10-27,2016-10-29,2016-10-28,1,2
676,4,2016-10-28,2016-10-31,2016-10-31,2,7
753,4,2016-10-28,2016-10-30,2016-10-31,2,7
773,4,2016-10-28,2016-10-31,2016-10-31,2,6
116,4,2016-10-28,2016-10-29,2016-10-30,3,8
817,4,2016-10-29,2016-10-31,2016-10-30,2,7
1334,4,2016-10-29,2016-11-01,2016-11-01,2,6
1406,4,2016-10-29,2016-10-30,2016-10-31,2,7
835,4,2016-10-29,2016-10-31,2016-11-01,3,9
759,4,2016-10-31,2016-11-02,2016-11-01,1,3
1353,4,2016-10-31,2016-11-01,2016-11-03,1,2
341,4,2016-11-02,2016-11-05,2016-11-05,2,6
1144,4,2016-11-02,2016-11-04,2016-11-03,2,7
1429,4,2016-11-03,2016-11-05,2016-11-06,1,3
1228,4,2016-11-04,2016-11-07,2016-11-07,1,3
313,4,2016-11-04,2016-11-06,2016-11-05,2,7
62,4,2016-11-06,2016-11-09,2016-11-08,2,6
321,4,2016-11-06,2016-11-07,2016-11-08,2,7
1108,4,2016-11-08,2016-11-10,2016-11-09,3,9
470,4,2016-11-09,2016-11-12,2016-11-10,2,7
20,4,2016-11-09,2016-11-11,2016-11-10,3,8
739,4,2016-11-11,2016-11-13,2016-11-13,2,7
64,3,2016-11-12,2016-11-12,,3,9
892,4,2016-11-12,2016-11-14,2016-11-15,2,7
1169,4,2016-11-12,2016-11-13,2016-11-13,2,6
1282,4,2016-11-12,2016-11-15,2016-11-13,2,7
913,4,2016-11-12,2016-11-13,2016-11-15,3,9
104,4,2016-11-13,2016-11-14,2016-11-16,1,3
212,4,2016-11-13,2016-11-14,2016-11-16,2,7
61,4,2016-11-13,2016-11-14,2016-11-15,3,9
1248,4,2016-11-14,2016-11-17,2016-11-15,2,6
1443,4,2016-11-15,2016-11-16,2016-11-17,2,7
959,4,2016-11-16,2016-11-17,2016-11-17,1,2
1405,4,2016-11-18,2016-11-19,2016-11-21,2,6
90,4,2016-11-19,2016-11-22,2016-11-22,2,6
942,4,2016-11-19,2016-11-20,2016-11-22,2,7
365,4,2016-11-20,2016-11-22,2016-11-21,2,6
1058,4,2016-11-20,2016-11-23,2016-11-22,2,7
894,4,2016-11-21,2016-11-22,2016-11-22,2,7
298,4,2016-11-22,2016-11-25,2016-11-23,1,3
1430,4,2016-11-22,2016-11-23,2016-11-23,1,2
1275,4,2016-11-23,2016-11-25,2016-11-24,1,3
707,4,2016-11-23,2016-11-24,2016-11-25,2,6
989,4,2016-11-23,2016-11-24,2016-11-25,2,6
5,4,2016-11-24,2016-11-25,2016-11-27,1,2
178,4,2016-11-24,2016-11-26,2016-11-26,2,6
423,4,2016-11-24,2016-11-26,2016-11-27,2,6
833,4,2016-11-26,2016-11-27,2016-11-29,2,7
33,4,2016-11-27,2016-11-28,2016-11-30,1,3
1272,4,2016-11-27,2016-11-30,2016-11-28,1,3
445,4,2016-11-27,2016-11-30,2016-11-29,2,6
819,4,2016-11-27,2016-11-28,2016-11-29,2,7
160,4,2016-11-27,2016-11-30,2016-11-29,3,8
581,4,2016-11-30,2016-12-02,2016-12-02,1,3
688,4,2016-12-03,2016-12-05,2016-12-06,1,3
32,3,2016-12-04,2016-12-04,,1,2
792,4,2016-12-04,2016-12-05,2016-12-07,2,7
1209,4,2016-12-04,2016-12-05,2016-12-05,2,7
1219,4,2016-12-04,2016-12-05,2016-12-05,2,7
1306,4,2016-12-04,2016-12-06,2016-12-05,2,6
487,4,2016-12-06,2016-12-08,2016-12-08,1,2
102,4,2016-12-06,2016-12-07,2016-12-07,2,7
719,4,2016-12-06,2016-12-07,2016-12-07,2,7
990,4,2016-12-06,2016-12-09,2016-12-07,2,7
1211,4,2016-12-06,2016-12-09,2016-12-09,2,7
1232,4,2016-12-06,2016-12-08,2016-12-08,2,7
50,4,2016-12-07,2016-12-10,2016-12-08,3,8
1318,4,2016-12-07,2016-12-08,2016-12-08,3,8
538,4,2016-12-08,2016-12-09,2016-12-11,1,2
952,4,2016-12-08,2016-12-09,2016-12-09,1,3
1121,4,2016-12-08,2016-12-09,2016-12-10,2,6
40,3,2016-12-09,2016-12-09,,1,3
1,4,2016-12-09,2016-12-10,2016-12-12,2,6
624,4,2016-12-09,2016-12-12,2016-12-11,2,7
683,4,2016-12-09,2016-12-10,2016-12-10,2,6
823,4,2016-12-09,2016-12-10,2016-12-11,2,6
1032,4,2016-12-09,2016-12-10,2016-12-10,2,7
96,4,2016-12-10,2016-12-13,2016-12-12,2,7
1208,4,2016-12-10,2016-12-11,2016-12-12,2,6
18,4,2016-12-11,2016-12-12,2016-12-13,2,7
309,4,2016-12-11,2016-12-14,2016-12-13,2,6
1103,4,2016-12-12,2016-12-15,2016-12-14,1,3
896,4,2016-12-12,2016-12-13,2016-12-14,2,7
711,4,2016-12-13,2016-12-15,2016-12-14,2,6
1073,4,2016-12-15,2016-12-17,2016-12-18,2,7
634,4,2016-12-16,2016-12-17,2016-12-17,2,7
1159,4,2016-12-17,2016-12-19,2016-12-19,2,7
654,4,2016-12-18,2016-12-21,2016-12-21,1,2
560,4,2016-12-19,2016-12-22,2016-12-21,3,9
1444,4,2016-12-20,2016-12-23,2016-12-23,2,6
118,4,2016-12-21,2016-12-23,2016-12-23,2,7
131,4,2016-12-21,2016-12-22,2016-12-22,2,6
454,4,2016-12-22,2016-12-25,2016-12-25,2,7
466,4,2016-12-22,2016-12-24,2016-12-24,2,6
1157,4,2016-12-23,2016-12-25,2016-12-24,2,6
1398,4,2016-12-23,2016-12-26,2016-12-25,2,7
678,4,2016-12-24,2016-12-26,2016-12-27,2,6
814,4,2016-12-24,2016-12-25,2016-12-27,2,6
1163,4,2016-12-25,2016-12-28,2016-12-26,1,2
130,4,2016-12-25,2016-12-28,2016-12-27,2,7
1119,4,2016-12-25,2016-12-26,2016-12-28,2,6
561,4,2016-12-26,2016-12-29,2016-12-27,1,3
973,4,2016-12-26,2016-12-27,2016-12-29,1,2
1404,4,2016-12-26,2016-12-27,2016-12-28,2,6
855,4,2016-12-27,2016-12-29,2016-12-29,1,3
163,4,2016-12-27,2016-12-29,2016-12-29,2,7
1040,4,2016-12-28,2016-12-31,2016-12-30,3,8
27,4,2016-12-29,2017-01-01,2016-12-30,2,6
520,4,2016-12-30,2017-01-02,2016-12-31,2,6
532,4,2017-01-03,2017-01-04,2017-01-05,1,2
512,4,2017-01-03,2017-01-05,2017-01-05,2,6
1302,4,2017-01-04,2017-01-05,2017-01-06,2,7
550,4,2017-01-06,2017-01-07,2017-01-07,2,6
1093,4,2017-01-06,2017-01-08,2017-01-07,2,6
673,4,2017-01-07,2017-01-10,2017-01-08,1,3
847,4,2017-01-07,2017-01-09,2017-01-10,2,7
901,4,2017-01-08,2017-01-09,2017-01-11,1,3
439,4,2017-01-08,2017-01-11,2017-01-10,2,6
1199,4,2017-01-08,2017-01-11,2017-01-10,2,6
975,4,2017-01-09,2017-01-12,2017-01-11,1,2
283,4,2017-01-09,2017-01-10,2017-01-11,2,7
684,4,2017-01-09,2017-01-11,2017-01-11,2,6
1153,4,2017-01-10,2017-01-11,2017-01-13,1,3
729,4,2017-01-11,2017-01-14,2017-01-12,1,2
190,4,2017-01-11,2017-01-13,2017-01-13,2,7
985,4,2017-01-12,2017-01-15,2017-01-13,3,9
1249,4,2017-01-14,2017-01-17,2017-01-15,1,2
1129,4,2017-01-14,2017-01-15,2017-01-17,2,7
347,4,2017-01-16,2017-01-17,2017-01-18,1,3
949,4,2017-01-16,2017-01-17,2017-01-18,2,7
349,4,2017-01-17,2017-01-19,2017-01-20,1,2
1051,4,2017-01-17,2017-01-18,2017-01-18,2,7
1391,4,2017-01-17,2017-01-19,2017-01-18,2,7
383,4,2017-01-18,2017-01-19,2017-01-19,2,7
626,4,2017-01-18,2017-01-19,2017-01-20,2,6
1125,4,2017-01-19,2017-01-20,2017-01-20,1,3
344,4,2017-01-20,2017-01-22,2017-01-23,1,3
681,4,2017-01-20,2017-01-23,2017-01-22,2,7
29,4,2017-01-21,2017-01-22,2017-01-23,2,6
770,4,2017-01-21,2017-01-22,2017-01-24,2,7
858,4,2017-01-22,2017-01-24,2017-01-25,2,7
297,4,2017-01-22,2017-01-23,2017-01-24,3,8
745,4,2017-01-23,2017-01-24,2017-01-26,2,7
361,4,2017-01-24,2017-01-25,2017-01-25,2,6
922,4,2017-01-25,2017-01-28,2017-01-26,2,7
908,4,2017-01-26,2017-01-29,2017-01-29,2,6
64,4,2017-01-26,2017-01-28,2017-01-27,3,9
733,4,2017-01-27,2017-01-28,2017-01-29,2,6
291,4,2017-01-28,2017-01-31,2017-01-30,2,7
790,4,2017-01-28,2017-01-30,2017-01-31,2,7
809,4,2017-01-28,2017-01-31,2017-01-30,2,7
250,4,2017-01-28,2017-01-29,2017-01-31,3,9
81,4,2017-01-29,2017-01-30,2017-01-30,1,3
245,4,2017-01-29,2017-02-01,2017-01-30,1,3
499,4,2017-01-29,2017-02-01,2017-01-31,2,7
614,4,2017-01-29,2017-01-30,2017-01-30,2,6
741,4,2017-01-29,2017-01-31,2017-02-01,2,6
762,4,2017-01-31,2017-02-01,2017-02-02,2,6
976,4,2017-01-31,2017-02-03,2017-02-02,2,7
380,4,2017-02-01,2017-02-03,2017-02-04,2,7
530,4,2017-02-02,2017-02-05,2017-02-04,1,3
343,4,2017-02-02,2017-02-03,2017-02-05,2,7
884,4,2017-02-02,2017-02-03,2017-02-05,2,7
1097,4,2017-02-03,2017-02-04,2017-02-06,1,2
1081,4,2017-02-04,2017-02-06,2017-02-06,2,7
2,3,2017-02-05,2017-02-05,,1,3
1233,4,2017-02-05,2017-02-07,2017-02-06,1,3
58,4,2017-02-05,2017-02-06,2017-02-08,2,7
606,4,2017-02-05,2017-02-08,2017-02-07,2,7
1242,4,2017-02-05,2017-02-08,2017-02-08,2,7
562,4,2017-02-06,2017-02-08,2017-02-09,1,2
543,4,2017-02-06,2017-02-08,2017-02-09,3,8
958,4,2017-02-06,2017-02-08,2017-02-09,3,9
4,4,2017-02-07,2017-02-10,2017-02-08,2,6
850,4,2017-02-07,2017-02-08,2017-02-09,3,9
1352,4,2017-02-08,2017-02-09,2017-02-11,1,3
417,4,2017-02-08,2017-02-09,2017-02-09,2,7
1137,4,2017-02-08,2017-02-09,2017-02-11,2,6
1196,4,2017-02-08,2017-02-11,2017-02-11,2,7
1271,4,2017-02-09,2017-02-12,2017-02-10,1,2
79,4,2017-02-09,2017-02-11,2017-02-11,2,7
660,4,2017-02-10,2017-02-12,2017-02-11,1,2
1162,4,2017-02-11,2017-02-13,2017-02-12,2,6
295,4,2017-02-13,2017-02-15,2017-02-16,2,6
1246,4,2017-02-13,2017-02-16,2017-02-14,2,6
173,4,2017-02-13,2017-02-14,2017-02-16,3,9
207,4,2017-02-13,2017-02-14,2017-02-15,3,8
805,4,2017-02-14,2017-02-17,2017-02-15,2,7
12,3,2017-02-15,2017-02-15,,2,6
672,4,2017-02-15,2017-02-17,2017-02-18,2,6
1312,4,2017-02-15,2017-02-18,2017-02-17,2,6
38,4,2017-02-16,2017-02-17,2017-02-17,2,7
200,4,2017-02-16,2017-02-19,2017-02-18,2,6
382,4,2017-02-16,2017-02-19,2017-02-19,2,6
625,4,2017-02-16,2017-02-19,2017-02-17,2,7
1399,4,2017-02-18,2017-02-20,2017-02-21,2,7
845,4,2017-02-19,2017-02-21,2017-02-22,2,6
864,4,2017-02-19,2017-02-22,2017-02-21,2,6
870,4,2017-02-19,2017-02-22,2017-02-22,2,7
969,4,2017-02-19,2017-02-22,2017-02-20,2,6
962,4,2017-02-19,2017-02-22,2017-02-21,3,9
1138,4,2017-02-20,2017-02-21,2017-02-23,1,3
897,4,2017-02-20,2017-02-22,2017-02-21,2,7
500,4,2017-02-21,2017-02-24,2017-02-22,2,6
910,4,2017-02-25,2017-02-27,2017-02-27,3,9
147,4,2017-02-26,2017-02-27,2017-03-01,2,7
832,4,2017-02-26,2017-03-01,2017-02-27,2,7
939,4,2017-02-26,2017-02-28,2017-03-01,3,9
20,3,2017-02-27,2017-02-27,,3,9
184,4,2017-02-27,2017-02-28,2017-02-28,2,7
694,4,2017-02-27,2017-03-01,2017-02-28,2,6
124,4,2017-02-28,2017-03-01,2017-03-03,1,2
49,4,2017-02-28,2017-03-01,2017-03-02,2,6
1113,4,2017-02-28,2017-03-01,2017-03-02,2,6
119,4,2017-02-28,2017-03-01,2017-03-01,3,8
433,4,2017-02-28,2017-03-01,2017-03-01,3,9
137,4,2017-03-01,2017-03-04,2017-03-04,2,6
166,4,2017-03-01,2017-03-02,2017-03-02,2,7
698,4,2017-03-01,2017-03-03,2017-03-03,2,7
391,4,2017-03-02,2017-03-04,2017-03-05,1,3
87,4,2017-03-03,2017-03-04,2017-03-05,1,3
1072,4,2017-03-03,2017-03-05,2017-03-04,3,8
255,4,2017-03-04,2017-03-07,2017-03-05,2,7
232,4,2017-03-04,2017-03-07,2017-03-05,3,8
731,4,2017-03-05,2017-03-08,2017-03-07,1,3
335,4,2017-03-05,2017-03-06,2017-03-07,2,6
1201,4,2017-03-05,2017-03-08,2017-03-08,2,7
646,4,2017-03-06,2017-03-07,2017-03-08,1,2
531,4,2017-03-06,2017-03-07,2017-03-07,2,6
1143,4,2017-03-06,2017-03-07,2017-03-09,2,6
1336,4,2017-03-06,2017-03-08,2017-03-09,2,7
953,4,2017-03-06,2017-03-08,2017-03-07,3,9
284,4,2017-03-07,2017-03-09,2017-03-08,2,7
1104,4,2017-03-07,2017-03-10,2017-03-10,2,6
1291,4,2017-03-07,2017-03-08,2017-03-10,2,7
572,4,2017-03-08,2017-03-09,2017-03-09,2,6
842,4,2017-03-08,2017-03-10,2017-03-09,3,9
701,4,2017-03-09,2017-03-10,2017-03-12,1,2
1152,4,2017-03-09,2017-03-11,2017-03-12,1,2
141,4,2017-03-09,2017-03-11,2017-03-12,2,6
564,4,2017-03-09,2017-03-10,2017-03-11,2,7
841,4,2017-03-09,2017-03-12,2017-03-10,2,7
946,4,2017-03-09,2017-03-11,2017-03-11,2,6
135,4,2017-03-09,2017-03-11,2017-03-11,3,9
671,4,2017-03-11,2017-03-14,2017-03-12,1,3
448,4,2017-03-11,2017-03-12,2017-03-13,2,7
1385,4,2017-03-11,2017-03-12,2017-03-12,2,6
690,4,2017-03-12,2017-03-14,2017-03-14,2,6
968,4,2017-03-12,2017-03-13,2017-03-13,2,6
490,4,2017-03-13,2017-03-15,2017-03-16,2,6
496,4,2017-03-13,2017-03-16,2017-03-16,2,6
56,3,2017-03-15,2017-03-15,,3,9
367,4,2017-03-15,2017-03-16,2017-03-18,2,6
592,4,2017-03-15,2017-03-17,2017-03-17,2,6
1018,4,2017-03-15,2017-03-16,2017-03-17,2,6
1298,4,2017-03-15,2017-03-16,2017-03-18,2,7
1343,4,2017-03-16,2017-03-19,2017-03-17,1,2
430,4,2017-03-16,2017-03-19,2017-03-19,2,7
794,4,2017-03-18,2017-03-19,2017-03-20,1,2
249,4,2017-03-18,2017-03-20,2017-03-19,2,6
700,4,2017-03-18,2017-03-20,2017-03-19,3,9
1363,4,2017-03-18,2017-03-20,2017-03-20,3,9
772,4,2017-03-19,2017-03-20,2017-03-20,2,6
1015,4,2017-03-19,2017-03-21,2017-03-22,2,7
432,4,2017-03-20,2017-03-22,2017-03-23,2,6
479,4,2017-03-22,2017-03-23,2017-03-24,2,6
653,4,2017-03-23,2017-03-24,2017-03-24,2,6
863,4,2017-03-23,2017-03-25,2017-03-24,2,7
992,4,2017-03-23,2017-03-25,2017-03-26,2,7
154,4,2017-03-23,2017-03-26,2017-03-25,3,9
374,4,2017-03-24,2017-03-26,2017-03-26,2,7
619,4,2017-03-26,2017-03-28,2017-03-29,1,3
607,4,2017-03-27,2017-03-28,2017-03-29,1,3
1057,4,2017-03-27,2017-03-29,2017-03-28,2,6
78,4,2017-03-28,2017-03-29,2017-03-30,1,2
340,4,2017-03-28,2017-03-29,2017-03-30,2,6
1105,4,2017-03-28,2017-03-31,2017-03-30,3,8
95,4,2017-03-29,2017-03-31,2017-03-30,2,6
420,4,2017-03-29,2017-03-30,2017-04-01,2,6
234,4,2017-03-30,2017-03-31,2017-03-31,2,7
1148,4,2017-03-30,2017-04-01,2017-04-02,2,6
315,4,2017-03-31,2017-04-02,2017-04-02,2,6
1222,4,2017-03-31,2017-04-03,2017-04-03,2,7
153,3,2017-04-01,2017-04-01,,3,8
524,4,2017-04-01,2017-04-04,2017-04-04,2,7
1164,4,2017-04-01,2017-04-02,2017-04-03,2,7
1203,4,2017-04-01,2017-04-03,2017-04-02,3,9
629,4,2017-04-02,2017-04-05,2017-04-03,2,7
1251,4,2017-04-03,2017-04-05,2017-04-04,1,3
811,4,2017-04-03,2017-04-05,2017-04-05,2,6
301,4,2017-04-04,2017-04-05,2017-04-07,2,7
1319,4,2017-04-04,2017-04-07,2017-04-07,2,6
221,4,2017-04-04,2017-04-07,2017-04-05,3,9
725,4,2017-04-05,2017-04-08,2017-04-07,2,7
1181,4,2017-04-05,2017-04-07,2017-04-08,2,7
294,4,2017-04-06,2017-04-08,2017-04-09,2,7
415,4,2017-04-06,2017-04-07,2017-04-08,3,8
993,4,2017-04-07,2017-04-09,2017-04-10,1,2
10,4,2017-04-07,2017-04-08,2017-04-09,2,7
45,4,2017-04-07,2017-04-10,2017-04-10,2,6
666,4,2017-04-07,2017-04-10,2017-04-10,2,7
246,4,2017-04-09,2017-04-10,2017-04-12,2,6
674,4,2017-04-09,2017-04-10,2017-04-10,2,7
431,4,2017-04-11,2017-04-14,2017-04-12,2,6
1000,4,2017-04-11,2017-04-12,2017-04-12,2,7
1215,4,2017-04-11,2017-04-12,2017-04-12,2,7
406,4,2017-04-12,2017-04-14,2017-04-15,2,7
890,4,2017-04-12,2017-04-13,2017-04-15,2,6
940,4,2017-04-13,2017-04-15,2017-04-14,1,2
455,4,2017-04-13,2017-04-16,2017-04-14,2,6
948,4,2017-04-13,2017-04-16,2017-04-14,2,7
1395,4,2017-04-14,2017-04-17,2017-04-15,2,7
1332,4,2017-04-15,2017-04-18,2017-04-16,1,3
372,4,2017-04-15,2017-04-16,2017-04-16,2,6
428,4,2017-04-15,2017-04-18,2017-04-17,2,7
1133,4,2017-04-15,2017-04-18,2017-04-16,2,6
1059,4,2017-04-16,2017-04-17,2017-04-19,2,7
1436,4,2017-04-16,2017-04-17,2017-04-18,2,6
662,4,2017-04-17,2017-04-18,2017-04-18,2,7
715,4,2017-04-17,2017-04-19,2017-04-19,2,6
329,4,2017-04-18,2017-04-19,2017-04-19,2,7
597,4,2017-04-18,2017-04-20,2017-04-20,2,7
776,4,2017-04-19,2017-04-20,2017-04-21,1,2
1346,4,2017-04-19,2017-04-22,2017-04-22,1,3
1139,4,2017-04-20,2017-04-21,2017-04-22,2,6
13,4,2017-04-21,2017-04-23,2017-04-22,3,9
883,4,2017-04-21,2017-04-24,2017-04-24,3,8
177,4,2017-04-22,2017-04-25,2017-04-23,2,6
775,4,2017-04-22,2017-04-23,2017-04-25,2,6
477,4,2017-04-23,2017-04-25,2017-04-26,2,6
1402,4,2017-04-24,2017-04-25,2017-04-26,2,7
162,4,2017-04-25,2017-04-27,2017-04-28,2,6
644,4,2017-04-25,2017-04-26,2017-04-26,2,6
473,4,2017-04-27,2017-04-29,2017-04-28,2,7
1177,4,2017-04-27,2017-04-29,2017-04-30,2,7
1230,4,2017-04-27,2017-04-30,2017-04-29,3,8
446,4,2017-04-28,2017-04-30,2017-05-01,2,7
902,4,2017-04-28,2017-04-30,2017-04-29,2,6
974,4,2017-04-29,2017-05-02,2017-05-01,2,6
1410,4,2017-04-29,2017-04-30,2017-05-01,2,6
97,4,2017-05-01,2017-05-03,2017-05-02,1,3
868,4,2017-05-01,2017-05-04,2017-05-02,1,3
844,4,2017-05-01,2017-05-04,2017-05-02,2,7
1416,4,2017-05-01,2017-05-04,2017-05-02,2,6
358,4,2017-05-02,2017-05-04,2017-05-03,2,7
394,4,2017-05-03,2017-05-06,2017-05-06,1,3
829,4,2017-05-03,2017-05-05,2017-05-05,2,7
661,4,2017-05-04,2017-05-05,2017-05-06,2,7
386,4,2017-05-05,2017-05-06,2017-05-08,1,3
1046,4,2017-05-05,2017-05-08,2017-05-06,2,7
784,4,2017-05-06,2017-05-07,2017-05-08,2,6
224,4,2017-05-07,2017-05-10,2017-05-09,1,3
214,4,2017-05-08,2017-05-09,2017-05-09,2,7
1206,4,2017-05-08,2017-05-11,2017-05-10,2,6
1024,4,2017-05-08,2017-05-11,2017-05-11,3,9
196,4,2017-05-09,2017-05-12,2017-05-10,2,6
507,4,2017-05-11,2017-05-13,2017-05-14,2,6
871,4,2017-05-11,2017-05-13,2017-05-12,2,7
66,3,2017-05-13,2017-05-13,,3,8
1396,4,2017-05-13,2017-05-14,2017-05-15,1,2
1195,4,2017-05-13,2017-05-15,2017-05-15,2,6
1038,4,2017-05-14,2017-05-16,2017-05-16,2,7
830,4,2017-05-14,2017-05-17,2017-05-15,3,8
171,4,2017-05-15,2017-05-18,2017-05-18,2,6
384,4,2017-05-15,2017-05-18,2017-05-16,2,6
651,4,2017-05-15,2017-05-18,2017-05-17,2,7
1293,4,2017-05-16,2017-05-19,2017-05-19,2,7
1320,4,2017-05-16,2017-05-19,2017-05-19,2,6
857,4,2017-05-18,2017-05-21,2017-05-19,2,6
376,4,2017-05-19,2017-05-22,2017-05-21,3,9
47,4,2017-05-20,2017-05-21,2017-05-21,1,2
352,4,2017-05-20,2017-05-21,2017-05-22,2,6
605,4,2017-05-20,2017-05-21,2017-05-21,2,7
971,4,2017-05-20,2017-05-21,2017-05-22,2,6
345,4,2017-05-21,2017-05-22,2017-05-24,2,7
1278,4,2017-05-21,2017-05-24,2017-05-22,2,6
179,4,2017-05-22,2017-05-23,2017-05-24,2,7
1020,4,2017-05-23,2017-05-26,2017-05-24,1,2
609,4,2017-05-23,2017-05-26,2017-05-24,2,6
877,4,2017-05-23,2017-05-26,2017-05-26,2,7
120,4,2017-05-24,2017-05-26,2017-05-27,1,2
402,4,2017-05-25,2017-05-28,2017-05-27,2,7
188,4,2017-05-26,2017-05-27,2017-05-28,1,2
342,4,2017-05-26,2017-05-28,2017-05-28,2,7
887,4,2017-05-26,2017-05-29,2017-05-29,2,6
519,4,2017-05-27,2017-05-29,2017-05-29,1,2
699,4,2017-05-27,2017-05-29,2017-05-29,2,6
1068,4,2017-05-28,2017-05-31,2017-05-31,1,2
215,4,2017-05-28,2017-05-30,2017-05-30,2,6
718,4,2017-05-28,2017-05-29,2017-05-29,2,6
881,4,2017-05-29,2017-05-31,2017-06-01,1,2
242,4,2017-05-30,2017-05-31,2017-05-31,1,3
781,4,2017-05-30,2017-05-31,2017-05-31,2,7
966,4,2017-05-30,2017-06-01,2017-06-02,2,7
628,4,2017-05-31,2017-06-02,2017-06-02,2,6
656,4,2017-05-31,2017-06-01,2017-06-03,2,6
769,4,2017-05-31,2017-06-03,2017-06-02,2,7
68,3,2017-06-02,2017-06-02,,3,8
1316,4,2017-06-02,2017-06-05,2017-06-03,2,7
233,4,2017-06-03,2017-06-05,2017-06-06,1,2
1438,4,2017-06-03,2017-06-05,2017-06-06,1,2
957,4,2017-06-05,2017-06-06,2017-06-06,1,3
472,4,2017-06-05,2017-06-06,2017-06-08,2,6
1224,4,2017-06-05,2017-06-06,2017-06-06,3,9
631,4,2017-06-07,2017-06-08,2017-06-08,2,6
804,4,2017-06-07,2017-06-08,2017-06-09,2,6
909,4,2017-06-07,2017-06-10,2017-06-08,2,6
93,4,2017-06-09,2017-06-10,2017-06-12,2,7
43,3,2017-06-10,2017-06-10,,3,8
265,4,2017-06-10,2017-06-13,2017-06-12,2,6
73,4,2017-06-11,2017-06-14,2017-06-13,2,7
129,4,2017-06-11,2017-06-12,2017-06-12,2,6
1407,4,2017-06-11,2017-06-12,2017-06-14,2,6
585,4,2017-06-12,2017-06-14,2017-06-13,1,2
736,4,2017-06-12,2017-06-14,2017-06-14,1,2
537,4,2017-06-13,2017-06-16,2017-06-15,2,6
1025,4,2017-06-13,2017-06-15,2017-06-15,2,6
138,4,2017-06-14,2017-06-15,2017-06-17,1,3
167,4,2017-06-14,2017-06-15,2017-06-16,2,7
525,4,2017-06-14,2017-06-16,2017-06-15,2,6
278,4,2017-06-15,2017-06-18,2017-06-17,1,3
618,4,2017-06-15,2017-06-17,2017-06-17,2,6
867,4,2017-06-16,2017-06-18,2017-06-17,1,3
142,4,2017-06-16,2017-06-19,2017-06-18,2,6
339,4,2017-06-16,2017-06-19,2017-06-19,2,7
355,4,2017-06-16,2017-06-18,2017-06-18,2,7
658,4,2017-06-16,2017-06-18,2017-06-17,2,7
611,4,2017-06-17,2017-06-20,2017-06-20,2,6
880,4,2017-06-17,2017-06-19,2017-06-18,2,6
1184,4,2017-06-17,2017-06-19,2017-06-20,2,6
