item_id,product_id,quantity,list_price,discount
1,23,1,299.99,0.07
1,5,2,1320.99,0.05
2,15,2,529.99,0.07
1,20,2,599.99,0.2
1,6,2,469.99,0.05
2,20,1,599.99,0.07
3,3,1,999.99,0.07
1,4,2,2899.99,0.05
2,24,2,549.99,0.1
3,20,1,599.99,0.2
4,22,2,269.99,0.07
1,11,1,1680.99,0.2
2,14,1,269.99,0.2
1,2,2,749.99,0.2
1,21,1,269.99,0.2
2,19,1,449.0,0.05
1,16,1,599.99,0.1
2,14,2,269.99,0.07
1,23,2,299.99,0.05
2,4,1,2899.99,0.05
3,13,1,269.99,0.05
1,17,2,429.0,0.05
2,21,2,269.99,0.07
3,24,1,549.99,0.07
4,9,1,2999.99,0.05
1,21,2,269.99,0.1
2,6,2,469.99,0.07
3,8,2,1799.99,0.05
4,18,2,449.0,0.1
1,15,2,529.99,0.07
2,9,2,2999.99,0.07
3,7,2,3999.99,0.2
1,26,1,599.99,0.05
2,7,2,3999.99,0.2
3,13,2,269.99,0.05
4,25,1,499.99,0.1
1,24,2,549.99,0.05
2,6,2,469.99,0.1
3,11,1,1680.99,0.1
1,2,1,749.99,0.07
1,21,2,269.99,0.1
2,14,1,269.99,0.07
3,15,1,529.99,0.1
4,20,1,599.99,0.2
1,25,2,499.99,0.05
1,24,2,549.99,0.07
1,21,1,269.99,0.1
2,4,1,2899.99,0.07
3,16,2,599.99,0.2
1,26,2,599.99,0.1
2,14,1,269.99,0.05
3,10,2,1549.0,0.05
1,5,1,1320.99,0.2
2,10,2,1549.0,0.2
3,21,2,269.99,0.1
4,19,1,449.0,0.05
1,10,2,1549.0,0.07
1,25,2,499.99,0.05
2,4,2,2899.99,0.1
1,14,1,269.99,0.2
2,12,1,549.99,0.2
1,11,1,1680.99,0.05
2,14,2,269.99,0.1
3,5,1,1320.99,0.1
1,8,2,1799.99,0.05
2,22,1,269.99,0.1
3,19,2,449.0,0.2
4,12,1,549.99,0.1
5,13,1,269.99,0.1
1,10,1,1549.0,0.1
2,7,1,3999.99,0.07
1,21,2,269.99,0.05
2,2,2,749.99,0.05
3,4,2,2899.99,0.07
4,12,2,549.99,0.05
1,2,2,749.99,0.07
2,23,2,299.99,0.1
1,8,1,1799.99,0.05
2,14,1,269.99,0.07
1,26,2,599.99,0.05
1,9,1,2999.99,0.07
2,16,1,599.99,0.2
1,16,1,599.99,0.05
2,11,2,1680.99,0.05
1,21,2,269.99,0.07
1,8,1,1799.99,0.1
2,9,1,2999.99,0.1
3,13,1,269.99,0.07
1,19,1,449.0,0.07
2,22,2,269.99,0.05
3,13,1,269.99,0.1
4,21,2,269.99,0.05
5,14,1,269.99,0.1
1,20,1,599.99,0.1
2,21,2,269.99,0.2
3,8,1,1799.99,0.05
4,15,1,529.99,0.1
5,4,1,2899.99,0.2
1,21,1,269.99,0.07
2,7,2,3999.99,0.2
3,26,2,599.99,0.05
1,8,1,1799.99,0.2
2,3,2,999.99,0.05
3,16,2,599.99,0.2
1,18,1,449.0,0.2
1,19,2,449.0,0.2
2,13,2,269.99,0.07
3,2,1,749.99,0.07
4,11,1,1680.99,0.1
1,2,1,749.99,0.07
2,15,2,529.99,0.07
3,10,2,1549.0,0.05
4,5,1,1320.99,0.05
5,9,1,2999.99,0.2
1,23,1,299.99,0.05
2,7,2,3999.99,0.07
3,9,1,2999.99,0.05
1,8,1,1799.99,0.07
2,5,2,1320.99,0.2
3,24,2,549.99,0.07
1,14,2,269.99,0.1
2,3,2,999.99,0.05
1,6,2,469.99,0.2
1,23,1,299.99,0.05
2,16,1,599.99,0.2
3,14,2,269.99,0.2
1,14,1,269.99,0.05
1,12,1,549.99,0.1
2,25,2,499.99,0.05
3,5,1,1320.99,0.2
1,7,1,3999.99,0.05
1,8,2,1799.99,0.05
2,18,2,449.0,0.05
3,25,1,499.99,0.2
4,17,1,429.0,0.05
1,25,1,499.99,0.05
2,11,2,1680.99,0.05
3,14,1,269.99,0.1
1,24,2,549.99,0.07
2,9,1,2999.99,0.2
3,3,2,999.99,0.2
1,23,1,299.99,0.2
2,10,2,1549.0,0.2
1,6,2,469.99,0.07
2,5,1,1320.99,0.07
3,26,1,599.99,0.05
1,12,2,549.99,0.1
2,7,2,3999.99,0.2
3,22,2,269.99,0.05
4,24,1,549.99,0.2
1,9,1,2999.99,0.07
2,25,2,499.99,0.05
3,16,2,599.99,0.2
1,3,2,999.99,0.2
2,10,2,1549.0,0.1
3,14,2,269.99,0.07
1,4,1,2899.99,0.2
1,20,1,599.99,0.2
2,5,1,1320.99,0.05
1,18,1,449.0,0.2
2,3,1,999.99,0.07
3,2,2,749.99,0.07
4,17,2,429.0,0.2
1,15,1,529.99,0.07
2,16,2,599.99,0.2
3,21,1,269.99,0.05
1,25,1,499.99,0.1
2,9,2,2999.99,0.05
3,24,2,549.99,0.1
1,2,1,749.99,0.07
2,26,2,599.99,0.05
1,7,1,3999.99,0.1
2,24,1,549.99,0.07
3,17,1,429.0,0.1
1,8,2,1799.99,0.05
2,25,1,499.99,0.1
3,9,1,2999.99,0.07
1,4,2,2899.99,0.1
1,3,1,999.99,0.07
2,23,2,299.99,0.2
3,5,1,1320.99,0.2
4,6,2,469.99,0.05
1,22,1,269.99,0.07
2,14,1,269.99,0.07
3,24,1,549.99,0.1
1,26,2,599.99,0.07
2,6,2,469.99,0.07
1,12,1,549.99,0.05
2,20,1,599.99,0.05
1,9,1,2999.99,0.05
1,17,2,429.0,0.2
2,15,2,529.99,0.1
3,3,2,999.99,0.05
1,6,2,469.99,0.07
2,3,2,999.99,0.2
3,20,2,599.99,0.2
4,4,1,2899.99,0.07
5,23,2,299.99,0.2
1,20,2,599.99,0.05
1,8,2,1799.99,0.05
2,17,1,429.0,0.2
3,23,2,299.99,0.07
4,2,1,749.99,0.2
1,22,1,269.99,0.1
2,6,1,469.99,0.05
1,6,1,469.99,0.1
2,21,2,269.99,0.07
3,19,1,449.0,0.05
1,10,1,1549.0,0.1
2,23,2,299.99,0.05
1,12,2,549.99,0.07
2,15,2,529.99,0.1
3,26,2,599.99,0.07
1,5,2,1320.99,0.2
2,14,1,269.99,0.2
1,11,1,1680.99,0.2
2,4,2,2899.99,0.1
3,5,2,1320.99,0.05
4,6,1,469.99,0.07
5,2,1,749.99,0.1
1,22,2,269.99,0.1
2,11,1,1680.99,0.07
3,4,2,2899.99,0.2
4,13,2,269.99,0.2
5,8,1,1799.99,0.2
1,14,2,269.99,0.2
2,6,1,469.99,0.1
3,18,1,449.0,0.2
4,13,2,269.99,0.07
5,19,1,449.0,0.07
1,10,2,1549.0,0.2
2,7,2,3999.99,0.05
1,6,1,469.99,0.1
2,10,1,1549.0,0.2
3,24,1,549.99,0.1
4,4,1,2899.99,0.2
1,21,1,269.99,0.05
2,20,1,599.99,0.1
3,9,1,2999.99,0.2
4,11,2,1680.99,0.07
5,18,2,449.0,0.05
1,22,1,269.99,0.05
2,9,1,2999.99,0.05
3,18,1,449.0,0.05
1,3,1,999.99,0.05
2,23,1,299.99,0.2
1,3,1,999.99,0.05
2,10,1,1549.0,0.05
3,8,2,1799.99,0.05
1,4,1,2899.99,0.07
2,22,1,269.99,0.1
3,8,2,1799.99,0.05
4,13,2,269.99,0.05
1,6,2,469.99,0.07
2,7,2,3999.99,0.05
1,19,2,449.0,0.07
2,4,2,2899.99,0.07
1,12,1,549.99,0.07
2,15,1,529.99,0.1
1,16,2,599.99,0.07
2,26,2,599.99,0.2
3,6,2,469.99,0.2
1,5,1,1320.99,0.05
2,26,1,599.99,0.2
1,22,1,269.99,0.07
2,15,2,529.99,0.07
3,20,2,599.99,0.05
4,16,1,599.99,0.1
5,10,2,1549.0,0.2
1,7,1,3999.99,0.2
2,16,1,599.99,0.07
3,23,1,299.99,0.2
1,22,1,269.99,0.2
2,16,2,599.99,0.07
1,4,2,2899.99,0.05
2,3,1,999.99,0.1
3,8,1,1799.99,0.07
1,13,2,269.99,0.05
2,6,2,469.99,0.05
1,17,2,429.0,0.05
2,2,1,749.99,0.05
3,7,2,3999.99,0.07
4,26,2,599.99,0.2
1,24,1,549.99,0.05
2,12,1,549.99,0.07
3,5,1,1320.99,0.1
1,14,2,269.99,0.05
1,11,1,1680.99,0.05
2,16,1,599.99,0.05
3,7,2,3999.99,0.1
4,8,1,1799.99,0.1
1,23,1,299.99,0.05
2,20,2,599.99,0.2
3,4,1,2899.99,0.2
1,25,2,499.99,0.07
2,13,2,269.99,0.05
3,24,2,549.99,0.1
1,9,1,2999.99,0.05
1,17,2,429.0,0.07
2,23,1,299.99,0.07
1,24,2,549.99,0.07
2,2,1,749.99,0.05
3,7,2,3999.99,0.1
4,17,1,429.0,0.2
1,2,1,749.99,0.2
2,21,2,269.99,0.07
3,11,1,1680.99,0.1
4,24,1,549.99,0.2
5,3,2,999.99,0.2
1,11,1,1680.99,0.2
1,19,1,449.0,0.05
2,18,2,449.0,0.07
3,4,1,2899.99,0.2
4,22,2,269.99,0.1
1,16,1,599.99,0.07
2,4,1,2899.99,0.2
3,8,2,1799.99,0.05
4,24,1,549.99,0.1
5,18,2,449.0,0.1
1,12,2,549.99,0.1
1,13,2,269.99,0.07
1,7,1,3999.99,0.1
1,6,2,469.99,0.1
2,25,2,499.99,0.1
1,19,2,449.0,0.2
2,6,1,469.99,0.2
3,7,2,3999.99,0.05
4,15,1,529.99,0.1
5,5,1,1320.99,0.1
1,19,1,449.0,0.07
2,10,1,1549.0,0.07
3,22,2,269.99,0.1
4,17,2,429.0,0.07
5,11,1,1680.99,0.1
1,19,1,449.0,0.1
2,9,2,2999.99,0.05
3,10,2,1549.0,0.05
4,25,1,499.99,0.1
1,8,2,1799.99,0.1
2,4,1,2899.99,0.07
3,15,2,529.99,0.2
1,18,1,449.0,0.05
2,13,1,269.99,0.05
3,8,2,1799.99,0.2
1,14,1,269.99,0.2
2,13,2,269.99,0.05
1,15,1,529.99,0.1
2,21,2,269.99,0.1
1,26,1,599.99,0.07
1,19,2,449.0,0.05
2,11,1,1680.99,0.2
1,17,2,429.0,0.07
2,26,2,599.99,0.2
3,25,1,499.99,0.2
1,22,2,269.99,0.07
2,4,2,2899.99,0.2
3,11,2,1680.99,0.07
4,20,2,599.99,0.05
1,6,1,469.99,0.1
2,10,1,1549.0,0.05
1,21,2,269.99,0.07
1,26,1,599.99,0.07
2,12,1,549.99,0.05
3,21,1,269.99,0.2
4,7,1,3999.99,0.05
5,10,1,1549.0,0.2
1,4,1,2899.99,0.05
2,15,1,529.99,0.05
3,23,2,299.99,0.07
1,13,2,269.99,0.2
2,16,2,599.99,0.07
3,9,2,2999.99,0.1
1,13,1,269.99,0.2
2,14,1,269.99,0.1
1,17,1,429.0,0.07
1,8,2,1799.99,0.1
2,24,1,549.99,0.05
3,9,2,2999.99,0.05
4,6,1,469.99,0.2
1,13,1,269.99,0.1
2,26,2,599.99,0.05
1,9,1,2999.99,0.07
2,23,2,299.99,0.05
1,6,1,469.99,0.2
1,13,2,269.99,0.07
2,23,2,299.99,0.05
3,22,1,269.99,0.05
1,8,2,1799.99,0.1
1,12,1,549.99,0.1
2,23,1,299.99,0.05
3,14,1,269.99,0.1
4,13,2,269.99,0.07
1,9,2,2999.99,0.2
2,21,2,269.99,0.05
3,15,2,529.99,0.05
1,6,1,469.99,0.1
2,22,2,269.99,0.1
3,26,1,599.99,0.05
1,15,1,529.99,0.05
2,18,2,449.0,0.05
3,26,1,599.99,0.05
1,23,1,299.99,0.1
1,22,1,269.99,0.2
2,9,1,2999.99,0.05
1,23,1,299.99,0.2
2,13,1,269.99,0.1
3,21,2,269.99,0.2
1,25,2,499.99,0.07
1,24,1,549.99,0.07
2,21,1,269.99,0.1
3,10,1,1549.0,0.07
1,11,1,1680.99,0.2
2,15,1,529.99,0.07
3,14,2,269.99,0.2
4,20,2,599.99,0.1
1,12,2,549.99,0.05
2,14,1,269.99,0.2
1,19,2,449.0,0.05
2,8,1,1799.99,0.07
3,14,1,269.99,0.1
4,23,2,299.99,0.07
1,13,1,269.99,0.05
1,13,2,269.99,0.07
2,10,1,1549.0,0.05
1,24,2,549.99,0.1
2,2,2,749.99,0.05
1,26,1,599.99,0.2
1,25,1,499.99,0.1
2,7,1,3999.99,0.07
1,11,2,1680.99,0.05
2,13,2,269.99,0.07
3,20,2,599.99,0.1
1,8,1,1799.99,0.05
2,2,2,749.99,0.05
3,10,2,1549.0,0.05
4,25,1,499.99,0.07
1,23,2,299.99,0.2
2,4,2,2899.99,0.05
1,17,1,429.0,0.1
1,22,2,269.99,0.05
2,13,1,269.99,0.1
1,21,1,269.99,0.07
1,7,1,3999.99,0.07
2,13,1,269.99,0.2
3,23,1,299.99,0.07
1,18,2,449.0,0.2
2,17,2,429.0,0.07
1,8,1,1799.99,0.07
2,5,1,1320.99,0.1
3,25,2,499.99,0.07
4,6,2,469.99,0.2
1,7,1,3999.99,0.05
2,5,2,1320.99,0.1
1,21,2,269.99,0.07
1,16,2,599.99,0.2
2,5,2,1320.99,0.05
3,25,2,499.99,0.05
4,15,2,529.99,0.2
5,11,2,1680.99,0.07
1,6,1,469.99,0.07
2,16,1,599.99,0.1
3,23,2,299.99,0.05
4,18,2,449.0,0.2
5,7,1,3999.99,0.05
1,26,1,599.99,0.1
2,24,1,549.99,0.2
3,10,1,1549.0,0.07
1,5,1,1320.99,0.2
2,14,1,269.99,0.2
1,4,2,2899.99,0.07
2,22,2,269.99,0.07
3,21,1,269.99,0.05
1,12,1,549.99,0.2
2,20,1,599.99,0.05
3,5,2,1320.99,0.1
4,16,2,599.99,0.07
1,11,1,1680.99,0.07
2,2,1,749.99,0.05
3,9,1,2999.99,0.2
4,3,2,999.99,0.07
5,26,1,599.99,0.05
1,9,2,2999.99,0.07
2,6,2,469.99,0.07
3,10,1,1549.0,0.1
1,3,2,999.99,0.1
2,8,1,1799.99,0.1
3,21,1,269.99,0.05
4,15,1,529.99,0.07
1,18,2,449.0,0.07
2,4,1,2899.99,0.2
3,19,1,449.0,0.1
4,9,2,2999.99,0.2
1,21,2,269.99,0.05
1,12,2,549.99,0.07
1,2,2,749.99,0.05
2,4,1,2899.99,0.07
3,6,2,469.99,0.2
1,6,1,469.99,0.2
2,12,2,549.99,0.2
3,25,1,499.99,0.07
1,17,2,429.0,0.07
2,16,2,599.99,0.2
3,12,1,549.99,0.1
1,4,1,2899.99,0.2
2,12,2,549.99,0.1
3,10,1,1549.0,0.2
4,25,1,499.99,0.05
1,21,2,269.99,0.05
2,9,2,2999.99,0.05
3,2,1,749.99,0.07
4,24,2,549.99,0.1
1,24,1,549.99,0.05
2,15,1,529.99,0.1
3,22,2,269.99,0.1
1,22,1,269.99,0.1
2,2,1,749.99,0.1
3,12,2,549.99,0.05
4,14,1,269.99,0.07
1,10,1,1549.0,0.05
2,26,1,599.99,0.05
3,17,2,429.0,0.1
4,25,2,499.99,0.2
1,2,2,749.99,0.2
1,9,2,2999.99,0.1
2,23,1,299.99,0.05
3,21,2,269.99,0.07
1,19,1,449.0,0.1
2,26,2,599.99,0.1
3,23,2,299.99,0.07
1,22,2,269.99,0.05
1,16,2,599.99,0.2
2,9,1,2999.99,0.1
3,20,1,599.99,0.1
4,19,2,449.0,0.2
1,25,1,499.99,0.2
2,18,1,449.0,0.2
3,26,2,599.99,0.05
1,12,1,549.99,0.05
2,17,1,429.0,0.1
3,21,1,269.99,0.05
1,25,2,499.99,0.2
2,6,1,469.99,0.07
3,24,1,549.99,0.2
4,20,2,599.99,0.07
1,17,2,429.0,0.05
2,8,1,1799.99,0.1
3,18,2,449.0,0.07
1,11,2,1680.99,0.05
2,9,1,2999.99,0.2
3,5,1,1320.99,0.1
1,8,1,1799.99,0.1
2,11,2,1680.99,0.07
1,15,1,529.99,0.07
2,16,1,599.99,0.05
3,3,1,999.99,0.07
4,7,1,3999.99,0.05
5,13,2,269.99,0.1
1,4,1,2899.99,0.05
1,16,1,599.99,0.05
2,26,1,599.99,0.07
3,11,2,1680.99,0.2
4,15,2,529.99,0.2
1,23,1,299.99,0.2
2,2,1,749.99,0.2
3,24,1,549.99,0.2
4,18,1,449.0,0.1
5,19,2,449.0,0.2
1,24,1,549.99,0.1
2,18,2,449.0,0.07
3,12,1,549.99,0.07
1,3,2,999.99,0.07
2,22,1,269.99,0.05
3,4,2,2899.99,0.2
1,8,1,1799.99,0.2
2,7,1,3999.99,0.1
3,20,2,599.99,0.07
1,16,1,599.99,0.1
2,4,2,2899.99,0.2
1,9,2,2999.99,0.1
2,10,1,1549.0,0.1
1,7,1,3999.99,0.07
2,16,1,599.99,0.07
3,9,1,2999.99,0.1
4,21,2,269.99,0.05
5,10,2,1549.0,0.07
1,15,2,529.99,0.1
2,6,1,469.99,0.1
3,7,2,3999.99,0.07
1,16,1,599.99,0.05
2,26,2,599.99,0.1
1,15,2,529.99,0.05
2,18,1,449.0,0.05
3,5,1,1320.99,0.05
4,17,2,429.0,0.07
1,25,2,499.99,0.07
2,26,1,599.99,0.05
1,6,2,469.99,0.1
2,19,1,449.0,0.05
3,13,2,269.99,0.1
1,4,1,2899.99,0.2
2,15,1,529.99,0.2
1,18,1,449.0,0.2
2,25,2,499.99,0.1
3,9,1,2999.99,0.05
4,17,1,429.0,0.1
1,24,2,549.99,0.07
2,7,2,3999.99,0.2
3,8,1,1799.99,0.1
4,21,2,269.99,0.2
1,9,1,2999.99,0.2
2,5,1,1320.99,0.07
1,5,1,1320.99,0.05
2,10,1,1549.0,0.05
1,16,1,599.99,0.05
2,24,2,549.99,0.1
1,18,1,449.0,0.07
2,24,2,549.99,0.1
3,3,2,999.99,0.2
4,11,1,1680.99,0.1
5,16,1,599.99,0.05
1,4,1,2899.99,0.05
2,9,1,2999.99,0.1
1,3,1,999.99,0.05
2,13,2,269.99,0.1
3,11,2,1680.99,0.2
1,2,1,749.99,0.2
1,26,1,599.99,0.05
2,13,2,269.99,0.1
3,12,2,549.99,0.1
4,23,2,299.99,0.1
5,11,2,1680.99,0.05
1,4,2,2899.99,0.07
2,12,1,549.99,0.2
1,9,1,2999.99,0.1
1,3,2,999.99,0.2
1,21,1,269.99,0.07
2,25,2,499.99,0.2
3,18,2,449.0,0.05
4,8,2,1799.99,0.2
1,7,2,3999.99,0.05
2,6,1,469.99,0.2
1,16,2,599.99,0.2
2,15,1,529.99,0.07
3,21,2,269.99,0.2
4,9,2,2999.99,0.07
5,19,1,449.0,0.2
1,8,2,1799.99,0.07
1,10,2,1549.0,0.2
2,17,2,429.0,0.07
1,15,2,529.99,0.2
1,19,1,449.0,0.07
2,23,1,299.99,0.07
3,15,1,529.99,0.1
4,22,1,269.99,0.05
5,8,2,1799.99,0.07
1,10,1,1549.0,0.2
2,18,2,449.0,0.2
3,15,1,529.99,0.05
4,12,2,549.99,0.07
1,11,2,1680.99,0.1
2,23,2,299.99,0.2
1,24,1,549.99,0.05
2,23,1,299.99,0.05
3,18,1,449.0,0.05
4,21,1,269.99,0.2
1,10,2,1549.0,0.07
2,23,1,299.99,0.2
1,15,2,529.99,0.05
1,2,2,749.99,0.1
2,20,1,599.99,0.07
3,8,2,1799.99,0.05
4,5,2,1320.99,0.1
5,24,1,549.99,0.1
1,16,2,599.99,0.05
2,25,2,499.99,0.05
3,2,2,749.99,0.1
1,21,2,269.99,0.1
2,16,1,599.99,0.05
3,18,2,449.0,0.07
1,3,2,999.99,0.1
2,25,1,499.99,0.07
1,26,1,599.99,0.1
2,21,2,269.99,0.05
1,4,1,2899.99,0.07
2,19,2,449.0,0.07
3,3,1,999.99,0.07
4,10,1,1549.0,0.07
5,26,2,599.99,0.05
1,5,1,1320.99,0.05
2,23,2,299.99,0.1
3,9,1,2999.99,0.05
1,17,2,429.0,0.2
2,8,1,1799.99,0.07
1,4,2,2899.99,0.05
2,16,2,599.99,0.07
3,14,1,269.99,0.1
1,9,2,2999.99,0.05
2,22,2,269.99,0.2
3,23,1,299.99,0.07
4,10,2,1549.0,0.1
1,26,2,599.99,0.07
2,4,1,2899.99,0.2
3,18,2,449.0,0.07
1,12,2,549.99,0.2
1,15,2,529.99,0.05
2,5,2,1320.99,0.07
1,12,1,549.99,0.07
2,4,1,2899.99,0.1
1,10,2,1549.0,0.07
2,9,2,2999.99,0.2
1,19,1,449.0,0.07
2,25,2,499.99,0.05
3,13,2,269.99,0.2
4,11,1,1680.99,0.2
1,6,2,469.99,0.2
2,18,2,449.0,0.05
1,11,2,1680.99,0.2
2,26,2,599.99,0.2
3,14,1,269.99,0.07
1,4,2,2899.99,0.2
2,7,2,3999.99,0.1
3,24,1,549.99,0.1
1,10,1,1549.0,0.07
2,7,1,3999.99,0.1
3,22,2,269.99,0.1
4,5,1,1320.99,0.1
1,26,1,599.99,0.1
2,24,1,549.99,0.07
3,18,2,449.0,0.07
4,3,1,999.99,0.07
5,8,1,1799.99,0.1
1,16,2,599.99,0.07
1,13,1,269.99,0.1
2,14,1,269.99,0.1
3,17,1,429.0,0.07
4,20,1,599.99,0.2
1,9,2,2999.99,0.1
2,18,2,449.0,0.05
3,12,1,549.99,0.07
1,18,1,449.0,0.1
2,21,1,269.99,0.05
1,11,1,1680.99,0.07
2,23,1,299.99,0.05
3,6,2,469.99,0.1
4,19,2,449.0,0.1
1,24,1,549.99,0.2
2,16,2,599.99,0.2
1,15,2,529.99,0.2
2,11,2,1680.99,0.07
1,17,2,429.0,0.1
2,11,1,1680.99,0.07
1,25,1,499.99,0.07
1,5,2,1320.99,0.2
1,17,2,429.0,0.07
1,9,2,2999.99,0.07
2,18,1,449.0,0.1
3,10,1,1549.0,0.2
4,25,1,499.99,0.07
1,8,1,1799.99,0.07
1,21,2,269.99,0.05
2,16,1,599.99,0.07
3,22,1,269.99,0.07
4,14,2,269.99,0.2
1,17,1,429.0,0.07
2,11,2,1680.99,0.2
3,26,1,599.99,0.07
4,23,2,299.99,0.1
1,15,1,529.99,0.2
1,19,1,449.0,0.07
2,9,2,2999.99,0.2
3,26,1,599.99,0.07
1,15,2,529.99,0.1
1,19,1,449.0,0.05
2,5,2,1320.99,0.05
3,23,2,299.99,0.1
4,14,2,269.99,0.05
5,6,2,469.99,0.1
1,5,1,1320.99,0.05
2,25,1,499.99,0.1
3,18,2,449.0,0.1
4,21,2,269.99,0.07
1,24,2,549.99,0.07
2,15,2,529.99,0.07
1,25,1,499.99,0.2
2,11,2,1680.99,0.1
3,15,1,529.99,0.07
4,6,1,469.99,0.05
5,22,2,269.99,0.1
1,12,2,549.99,0.05
2,13,2,269.99,0.2
3,5,2,1320.99,0.2
4,10,2,1549.0,0.2
1,4,2,2899.99,0.05
2,12,1,549.99,0.1
1,4,1,2899.99,0.05
1,85,2,329.99,0.2
1,9,1,2999.99,0.1
2,106,2,449.99,0.1
1,103,1,551.99,0.05
2,56,1,5499.99,0.2
3,53,2,749.99,0.05
1,15,1,529.99,0.07
2,73,1,749.99,0.05
3,72,1,619.99,0.05
4,61,2,4999.99,0.1
1,106,2,449.99,0.05
2,32,1,469.99,0.07
3,30,1,999.99,0.07
4,76,2,299.99,0.07
5,109,2,416.99,0.2
1,15,1,529.99,0.05
2,62,1,3499.99,0.2
3,64,1,489.99,0.2
1,68,2,449.99,0.07
1,53,1,749.99,0.05
1,9,1,2999.99,0.07
1,99,1,299.99,0.07
2,42,2,2299.99,0.05
3,6,1,469.99,0.05
4,47,2,5299.99,0.07
5,21,2,269.99,0.07
1,15,2,529.99,0.2
2,4,1,2899.99,0.07
3,95,1,299.99,0.05
4,12,1,549.99,0.2
1,25,2,499.99,0.07
2,13,1,269.99,0.1
1,24,1,549.99,0.07
1,97,2,349.99,0.1
2,90,1,209.99,0.07
3,11,2,1680.99,0.1
4,78,1,647.99,0.05
1,3,1,999.99,0.2
1,79,1,402.99,0.1
2,85,1,329.99,0.05
3,102,2,489.99,0.05
4,94,2,249.99,0.05
1,102,1,489.99,0.1
2,62,2,3499.99,0.2
3,67,2,250.99,0.2
4,23,1,299.99,0.1
5,74,1,439.99,0.05
1,6,1,469.99,0.07
2,43,1,5299.99,0.1
3,2,2,749.99,0.1
4,80,1,761.99,0.2
5,88,2,189.99,0.07
1,9,1,2999.99,0.1
2,95,1,299.99,0.1
3,110,2,470.99,0.07
4,97,2,349.99,0.07
1,67,1,250.99,0.1
1,83,1,149.99,0.1
2,22,1,269.99,0.07
3,33,2,469.99,0.05
1,52,1,875.99,0.05
2,54,2,3199.99,0.05
1,49,2,3499.99,0.2
2,29,1,999.99,0.05
3,9,1,2999.99,0.05
1,42,2,2299.99,0.05
2,39,2,1499.99,0.07
3,70,1,659.99,0.05
4,61,2,4999.99,0.07
1,30,1,999.99,0.2
2,59,2,2599.99,0.07
3,47,2,5299.99,0.05
4,29,2,999.99,0.2
1,63,2,3499.99,0.07
2,22,2,269.99,0.05
1,55,2,2699.99,0.1
2,95,2,299.99,0.2
3,102,2,489.99,0.07
4,22,1,269.99,0.07
5,106,2,449.99,0.07
1,41,2,1469.99,0.05
2,17,2,429.0,0.2
3,94,1,249.99,0.05
4,71,1,416.99,0.07
5,106,1,449.99,0.2
1,52,2,875.99,0.07
2,5,1,1320.99,0.07
3,50,1,5999.99,0.2
4,101,2,339.99,0.2
5,47,1,5299.99,0.07
1,58,1,4999.99,0.07
2,42,2,2299.99,0.2
3,25,2,499.99,0.05
1,98,2,489.99,0.2
2,39,1,1499.99,0.05
1,79,1,402.99,0.2
2,84,1,109.99,0.1
3,3,1,999.99,0.2
4,99,1,299.99,0.1
5,85,1,329.99,0.05
1,48,2,1499.99,0.05
2,19,2,449.0,0.1
1,16,2,599.99,0.07
2,72,1,619.99,0.07
1,108,1,449.99,0.1
2,28,1,2499.99,0.07
3,104,2,481.99,0.2
4,45,2,869.99,0.05
1,30,1,999.99,0.05
2,69,1,416.99,0.05
3,55,1,2699.99,0.2
4,4,1,2899.99,0.07
5,109,2,416.99,0.07
1,51,2,6499.99,0.07
2,96,2,349.99,0.2
3,48,2,1499.99,0.07
1,66,1,250.99,0.2
2,38,1,549.99,0.2
3,5,1,1320.99,0.07
4,13,1,269.99,0.1
1,26,2,599.99,0.2
1,17,1,429.0,0.05
2,89,2,209.99,0.05
3,19,1,449.0,0.07
4,32,1,469.99,0.2
1,70,1,659.99,0.2
2,104,2,481.99,0.07
3,24,1,549.99,0.1
4,29,1,999.99,0.2
1,75,1,599.99,0.07
2,7,2,3999.99,0.07
3,105,2,533.99,0.07
4,91,2,349.99,0.05
5,54,2,3199.99,0.1
1,52,2,875.99,0.05
2,37,2,379.99,0.07
1,15,2,529.99,0.2
2,83,2,149.99,0.05
1,81,2,1099.99,0.05
2,7,1,3999.99,0.2
3,50,1,5999.99,0.07
1,82,1,659.99,0.05
2,63,1,3499.99,0.07
3,61,1,4999.99,0.2
4,6,2,469.99,0.05
5,30,1,999.99,0.07
1,39,1,1499.99,0.2
2,60,2,1559.99,0.2
3,99,1,299.99,0.2
1,2,2,749.99,0.1
1,56,1,5499.99,0.07
2,33,1,469.99,0.1
1,59,1,2599.99,0.05
2,48,2,1499.99,0.05
3,107,1,416.99,0.05
4,98,2,489.99,0.2
5,56,2,5499.99,0.05
1,16,1,599.99,0.2
2,30,1,999.99,0.1
3,88,2,189.99,0.2
4,19,2,449.0,0.2
5,104,1,481.99,0.2
1,48,2,1499.99,0.05
2,95,1,299.99,0.07
3,5,2,1320.99,0.2
4,83,1,149.99,0.07
1,8,1,1799.99,0.1
2,88,1,189.99,0.05
1,33,2,469.99,0.1
1,84,1,109.99,0.2
2,11,2,1680.99,0.07
3,85,1,329.99,0.05
4,109,2,416.99,0.2
1,23,2,299.99,0.05
2,5,2,1320.99,0.1
3,55,2,2699.99,0.2
4,20,1,599.99,0.2
1,59,1,2599.99,0.2
2,75,1,599.99,0.07
3,15,2,529.99,0.07
4,56,2,5499.99,0.1
1,104,2,481.99,0.2
